GuitarSet,audio,audio_hex-pickup_debleeded,comp_hex_cln,00_BN1-129-Eb_comp_hex_cln.wav
GuitarSet,audio,audio_hex-pickup_debleeded,comp_hex_cln,00_Funk1-114-Ab_comp_hex_cln.wav
GuitarSet,audio,audio_hex-pickup_debleeded,comp_hex_cln,00_Jazz2-110-Bb_comp_hex_cln.wav
GuitarSet,audio,audio_hex-pickup_debleeded,comp_hex_cln,00_Rock1-130-A_comp_hex_cln.wav
GuitarSet,audio,audio_hex-pickup_debleeded,comp_hex_cln,01_BN1-129-Eb_comp_hex_cln.wav
GuitarSet,audio,audio_hex-pickup_debleeded,comp_hex_cln,01_BN3-119-G_comp_hex_cln.wav
GuitarSet,audio,audio_hex-pickup_debleeded,comp_hex_cln,01_BN3-154-E_comp_hex_cln.wav
GuitarSet,audio,audio_hex-pickup_debleeded,comp_hex_cln,01_Funk2-119-G_comp_hex_cln.wav
GuitarSet,audio,audio_hex-pickup_debleeded,comp_hex_cln,01_Jazz1-200-B_comp_hex_cln.wav
GuitarSet,audio,audio_hex-pickup_debleeded,comp_hex_cln,01_Jazz3-150-C_comp_hex_cln.wav
GuitarSet,audio,audio_hex-pickup_debleeded,comp_hex_cln,01_Rock1-130-A_comp_hex_cln.wav
GuitarSet,audio,audio_hex-pickup_debleeded,comp_hex_cln,02_BN1-129-Eb_comp_hex_cln.wav
GuitarSet,audio,audio_hex-pickup_debleeded,comp_hex_cln,02_BN1-147-Gb_comp_hex_cln.wav
GuitarSet,audio,audio_hex-pickup_debleeded,comp_hex_cln,02_BN3-154-E_comp_hex_cln.wav
GuitarSet,audio,audio_hex-pickup_debleeded,comp_hex_cln,02_Rock1-90-C#_comp_hex_cln.wav
GuitarSet,audio,audio_hex-pickup_debleeded,comp_hex_cln,03_BN1-129-Eb_comp_hex_cln.wav
GuitarSet,audio,audio_hex-pickup_debleeded,comp_hex_cln,03_BN2-166-Ab_comp_hex_cln.wav
GuitarSet,audio,audio_hex-pickup_debleeded,comp_hex_cln,03_Funk1-114-Ab_comp_hex_cln.wav
GuitarSet,audio,audio_hex-pickup_debleeded,comp_hex_cln,03_Funk2-108-Eb_comp_hex_cln.wav
GuitarSet,audio,audio_hex-pickup_debleeded,comp_hex_cln,03_Jazz1-130-D_comp_hex_cln.wav
GuitarSet,audio,audio_hex-pickup_debleeded,comp_hex_cln,03_Jazz3-137-Eb_comp_hex_cln.wav
GuitarSet,audio,audio_hex-pickup_debleeded,comp_hex_cln,03_Rock1-130-A_comp_hex_cln.wav
GuitarSet,audio,audio_hex-pickup_debleeded,comp_hex_cln,03_Rock3-117-Bb_comp_hex_cln.wav
GuitarSet,audio,audio_hex-pickup_debleeded,comp_hex_cln,04_BN3-154-E_comp_hex_cln.wav
GuitarSet,audio,audio_hex-pickup_debleeded,comp_hex_cln,04_Funk3-98-A_comp_hex_cln.wav
GuitarSet,audio,audio_hex-pickup_debleeded,comp_hex_cln,04_Rock1-130-A_comp_hex_cln.wav
GuitarSet,audio,audio_hex-pickup_debleeded,comp_hex_cln,04_SS1-68-E_comp_hex_cln.wav
GuitarSet,audio,audio_hex-pickup_debleeded,comp_hex_cln,05_BN1-129-Eb_comp_hex_cln.wav
GuitarSet,audio,audio_hex-pickup_debleeded,comp_hex_cln,05_BN3-154-E_comp_hex_cln.wav
GuitarSet,audio,audio_hex-pickup_debleeded,comp_hex_cln,05_Funk1-114-Ab_comp_hex_cln.wav
GuitarSet,audio,audio_hex-pickup_debleeded,comp_hex_cln,05_SS1-100-C#_comp_hex_cln.wav
GuitarSet,audio,audio_hex-pickup_debleeded,comp_hex_cln,05_SS1-68-E_comp_hex_cln.wav
